/* DATA DESCRIPTION:
Citation:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2009): (Supplement 2) EDC gas chronologies for the different scenarios 1 to 4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.711012
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
	Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Other version:	Zip archive of supplements [dataset]. https://cp.copernicus.org/articles/3/527/2007/cp-3-527-2007-supplement.zip
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 96.25 m * MAXIMUM DEPTH, ice/snow: 3256.55 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Scenario 4 is defined as the EDC3_gas_a age scale, official gas chronology for EDC that can be used for the moment, waiting on a better one. Ice chronology is EDC3 (Parrenin et al., Climate of the Past, 3, 485-497, 2007).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: based on EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 1
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 2
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 3
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 4, EDC3_gas_a age scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	28722 data points
*/
Depth ice/snow [m]	Age model [ka] (based on EDC3 time scale)	Gas age [ka BP] (Scenario 1)	Gas age [ka BP] (Scenario 2)	Gas age [ka BP] (Scenario 3)	Gas age [ka BP] (Scenario 4, EDC3_gas_a age scale)
1307.90	93.465	89.540	89.662	89.541	90.001
1308.45	93.517	89.592	89.714	89.593	90.054
1309.00	93.572	89.647	89.768	89.648	90.111
1309.55	93.626	89.713	89.832	89.714	90.179
1310.10	93.676	89.773	89.890	89.774	90.240
1310.65	93.725	89.814	89.934	89.815	90.286
1311.20	93.778	89.864	89.986	89.865	90.340
1311.75	93.830	89.921	90.045	89.922	90.400
1312.30	93.880	89.975	90.101	89.976	90.456
1312.85	93.931	90.029	90.156	90.030	90.512
1313.40	93.983	90.088	90.217	90.089	90.572
1313.95	94.034	90.149	90.279	90.150	90.633
1314.50	94.084	90.209	90.338	90.210	90.689
1315.05	94.133	90.267	90.396	90.269	90.745
1315.60	94.182	90.314	90.445	90.316	90.790
1316.15	94.232	90.367	90.499	90.368	90.839
1316.70	94.286	90.437	90.568	90.438	90.903
1317.25	94.335	90.496	90.625	90.497	90.958
1317.80	94.386	90.549	90.678	90.550	91.009
1318.35	94.440	90.609	90.736	90.610	91.067
1318.90	94.490	90.664	90.789	90.665	91.121
1319.45	94.542	90.720	90.844	90.721	91.178
1320.00	94.595	90.775	90.899	90.776	91.235
1320.55	94.649	90.834	90.958	90.835	91.295
1321.10	94.705	90.899	91.024	90.900	91.361
1321.65	94.757	90.975	91.099	90.977	91.432
1322.20	94.805	91.042	91.165	91.044	91.493
1322.75	94.849	91.097	91.220	91.099	91.541
1323.30	94.893	91.154	91.276	91.156	91.592
1323.85	94.941	91.217	91.338	91.218	91.649
1324.40	94.987	91.269	91.389	91.270	91.697
1324.95	95.034	91.318	91.438	91.319	91.743
1325.50	95.083	91.378	91.496	91.379	91.798
1326.05	95.132	91.436	91.552	91.438	91.852
1326.60	95.182	91.481	91.598	91.483	91.896
1327.15	95.234	91.531	91.649	91.533	91.946
1327.70	95.288	91.592	91.709	91.593	92.005
1328.25	95.341	91.649	91.764	91.650	92.061
1328.80	95.394	91.704	91.818	91.705	92.115
1329.35	95.449	91.761	91.874	91.763	92.171
1329.90	95.502	91.819	91.930	91.820	92.228
1330.45	95.555	91.877	91.989	91.879	92.285
1331.00	95.609	91.937	92.049	91.939	92.343
1331.55	95.661	91.988	92.100	91.989	92.391
1332.10	95.714	92.041	92.153	92.042	92.442
1332.65	95.767	92.102	92.211	92.103	92.499
1333.20	95.819	92.160	92.268	92.161	92.554
1333.75	95.871	92.220	92.325	92.221	92.611
1334.30	95.924	92.273	92.378	92.274	92.663
1334.85	95.972	92.318	92.424	92.320	92.709
1335.40	96.024	92.375	92.480	92.377	92.767
1335.95	96.079	92.440	92.543	92.441	92.831
1336.50	96.130	92.493	92.597	92.494	92.887
1337.05	96.182	92.547	92.651	92.548	92.943
1337.60	96.232	92.600	92.705	92.601	92.996
1338.15	96.280	92.650	92.755	92.651	93.047
1338.70	96.331	92.698	92.804	92.699	93.095
1339.25	96.385	92.754	92.860	92.755	93.149
1339.80	96.438	92.815	92.921	92.816	93.206
1340.35	96.486	92.865	92.970	92.866	93.252
1340.90	96.543	92.921	93.026	92.922	93.306
1341.45	96.597	92.986	93.088	92.987	93.367
1342.00	96.649	93.051	93.150	93.052	93.429
1342.55	96.699	93.098	93.197	93.099	93.476
1343.10	96.752	93.150	93.248	93.151	93.528
1343.65	96.804	93.203	93.301	93.205	93.580
1344.20	96.855	93.255	93.353	93.257	93.631
1344.75	96.906	93.304	93.403	93.306	93.681
1345.30	96.958	93.354	93.453	93.356	93.730
1345.85	97.011	93.405	93.504	93.407	93.780
1346.40	97.065	93.460	93.557	93.461	93.833
1346.95	97.116	93.513	93.609	93.514	93.883
1347.50	97.167	93.569	93.666	93.570	93.939
1348.05	97.218	93.625	93.722	93.626	93.994
1348.60	97.268	93.677	93.774	93.679	94.044
1349.15	97.319	93.728	93.825	93.730	94.095
1349.70	97.369	93.777	93.874	93.779	94.144
1350.25	97.420	93.828	93.925	93.830	94.195
1350.80	97.472	93.883	93.978	93.885	94.250
1351.35	97.525	93.931	94.027	93.933	94.299
1351.90	97.575	93.975	94.072	93.976	94.345
1352.45	97.629	94.029	94.126	94.030	94.400
1353.00	97.682	94.084	94.182	94.085	94.455
1353.55	97.735	94.145	94.241	94.146	94.513
1354.10	97.783	94.198	94.293	94.199	94.564
1354.65	97.832	94.241	94.338	94.242	94.607
1355.20	97.885	94.290	94.388	94.291	94.654
1355.75	97.940	94.344	94.442	94.345	94.704
1356.30	97.994	94.404	94.499	94.405	94.757
1356.85	98.046	94.465	94.559	94.466	94.812
1357.40	98.095	94.516	94.608	94.517	94.860
1357.95	98.146	94.565	94.657	94.567	94.907
1358.50	98.197	94.617	94.706	94.618	94.961
1359.05	98.251	94.671	94.759	94.672	95.019
1359.60	98.302	94.712	94.801	94.713	95.065
1360.15	98.355	94.758	94.849	94.760	95.117
1360.70	98.408	94.813	94.905	94.814	95.177
1361.25	98.459	94.865	94.959	94.866	95.233
1361.80	98.509	94.914	95.010	94.915	95.285
1362.35	98.560	94.961	95.059	94.962	95.335
1362.90	98.610	95.007	95.107	95.008	95.383
1363.45	98.662	95.057	95.158	95.058	95.433
1364.00	98.717	95.110	95.213	95.111	95.486
1364.55	98.772	95.164	95.267	95.165	95.540
1365.10	98.825	95.218	95.320	95.219	95.592
1365.65	98.880	95.271	95.373	95.273	95.646
1366.20	98.933	95.326	95.427	95.328	95.700
1366.75	98.990	95.390	95.490	95.392	95.761
1367.30	99.041	95.442	95.541	95.444	95.812
1367.85	99.094	95.492	95.591	95.493	95.861
1368.40	99.147	95.539	95.639	95.540	95.909
1368.95	99.205	95.590	95.690	95.591	95.962
1369.50	99.263	95.651	95.749	95.652	96.021
1370.05	99.318	95.709	95.805	95.711	96.078
1370.60	99.372	95.759	95.856	95.761	96.129
1371.15	99.427	95.813	95.909	95.814	96.182
1371.70	99.482	95.872	95.968	95.873	96.241
1372.25	99.535	95.926	96.021	95.927	96.295
1372.80	99.586	95.973	96.068	95.974	96.343
1373.35	99.641	96.029	96.124	96.031	96.401
1373.90	99.692	96.084	96.179	96.086	96.456
1374.45	99.743	96.134	96.230	96.136	96.505
1375.00	99.795	96.184	96.281	96.186	96.555
1375.55	99.848	96.236	96.333	96.238	96.607
1376.10	99.904	96.291	96.388	96.293	96.662
1376.65	99.957	96.345	96.441	96.346	96.715
1377.20	100.010	96.399	96.495	96.400	96.769
1377.75	100.062	96.452	96.547	96.454	96.823
1378.30	100.114	96.505	96.600	96.507	96.877
1378.85	100.166	96.560	96.655	96.561	96.933
1379.40	100.218	96.610	96.705	96.611	96.984
1379.95	100.269	96.657	96.753	96.658	97.033
1380.50	100.321	96.709	96.806	96.711	97.084
1381.05	100.374	96.762	96.860	96.764	97.137
1381.60	100.426	96.818	96.916	96.820	97.191
1382.15	100.477	96.872	96.970	96.873	97.242
1382.70	100.529	96.924	97.022	96.925	97.293
1383.25	100.580	96.976	97.073	96.978	97.344
1383.80	100.634	97.032	97.128	97.033	97.399
1384.35	100.687	97.087	97.182	97.088	97.454
1384.90	100.739	97.141	97.236	97.142	97.509
1385.45	100.791	97.196	97.292	97.197	97.565
1386.00	100.842	97.252	97.348	97.253	97.621
1386.55	100.893	97.294	97.392	97.296	97.665
1387.10	100.948	97.343	97.442	97.345	97.714
1387.65	101.003	97.397	97.497	97.399	97.767
1388.20	101.058	97.455	97.554	97.456	97.823
1388.75	101.113	97.516	97.613	97.517	97.882
1389.30	101.165	97.576	97.671	97.577	97.938
1389.85	101.216	97.634	97.728	97.636	97.993
1390.40	101.266	97.688	97.782	97.690	98.043
1390.95	101.315	97.740	97.836	97.742	98.091
1391.50	101.363	97.797	97.892	97.799	98.143
1392.05	101.410	97.852	97.946	97.854	98.194
1392.60	101.458	97.898	97.991	97.899	98.240
1393.15	101.509	97.946	98.039	97.947	98.288
1393.70	101.561	97.993	98.087	97.994	98.337
1394.25	101.614	98.043	98.138	98.045	98.388
1394.80	101.667	98.096	98.193	98.098	98.442
1395.35	101.720	98.148	98.246	98.150	98.496
1395.90	101.772	98.200	98.298	98.202	98.549
1396.45	101.825	98.255	98.353	98.257	98.606
1397.00	101.878	98.311	98.408	98.312	98.663
1397.55	101.930	98.358	98.457	98.360	98.714
1398.10	101.982	98.407	98.508	98.409	98.767
1398.65	102.038	98.466	98.569	98.468	98.827
1399.20	102.091	98.523	98.626	98.525	98.884
1399.75	102.144	98.578	98.681	98.580	98.938
1400.30	102.196	98.626	98.730	98.628	98.987
1400.85	102.252	98.673	98.778	98.675	99.035
1401.40	102.312	98.735	98.839	98.737	99.097
1401.95	102.368	98.799	98.900	98.801	99.161
1402.50	102.423	98.855	98.956	98.857	99.217
1403.05	102.479	98.912	99.013	98.914	99.273
1403.60	102.535	98.964	99.066	98.966	99.326
1404.15	102.590	99.017	99.120	99.019	99.379
1404.70	102.647	99.077	99.179	99.079	99.437
1405.25	102.702	99.130	99.231	99.132	99.489
1405.80	102.760	99.182	99.281	99.184	99.541
1406.35	102.819	99.240	99.338	99.242	99.597
1406.90	102.878	99.299	99.396	99.301	99.656
1407.45	102.935	99.348	99.445	99.350	99.706
1408.00	102.991	99.393	99.490	99.395	99.753
1408.55	103.052	99.446	99.542	99.447	99.808
1409.10	103.113	99.498	99.594	99.499	99.863
1409.65	103.175	99.548	99.644	99.549	99.917
1410.20	103.234	99.596	99.692	99.597	99.968
1410.75	103.302	99.650	99.747	99.652	100.028
1411.30	103.368	99.700	99.797	99.702	100.083
1411.85	103.433	99.745	99.843	99.747	100.134
1412.40	103.503	99.804	99.901	99.805	100.197
1412.95	103.571	99.864	99.960	99.865	100.261
1413.50	103.637	99.921	100.017	99.923	100.324
1414.05	103.705	99.980	100.076	99.982	100.389
1414.60	103.770	100.034	100.130	100.036	100.446
1415.15	103.836	100.091	100.187	100.092	100.505
1415.70	103.898	100.143	100.240	100.145	100.560
1416.25	103.961	100.197	100.294	100.199	100.616
1416.80	104.022	100.249	100.345	100.251	100.670
1417.35	104.083	100.302	100.398	100.304	100.724
1417.90	104.150	100.361	100.457	100.363	100.785
1418.45	104.212	100.417	100.513	100.419	100.843
1419.00	104.270	100.470	100.565	100.472	100.897
1419.55	104.330	100.523	100.617	100.524	100.952
1420.10	104.392	100.578	100.672	100.579	101.009
1420.65	104.453	100.632	100.726	100.634	101.064
1421.20	104.512	100.684	100.779	100.686	101.116
1421.75	104.572	100.735	100.832	100.737	101.166
1422.30	104.633	100.792	100.890	100.794	101.222
1422.85	104.692	100.853	100.951	100.855	101.278
1423.40	104.748	100.906	101.003	100.908	101.328
1423.95	104.804	100.959	101.054	100.961	101.378
1424.50	104.861	101.008	101.103	101.010	101.428
1425.05	104.918	101.058	101.152	101.060	101.479
1425.60	104.975	101.116	101.209	101.118	101.539
1426.15	105.033	101.170	101.263	101.172	101.596
1426.70	105.086	101.210	101.305	101.212	101.640
1427.25	105.143	101.255	101.353	101.257	101.689
1427.80	105.204	101.305	101.405	101.307	101.743
1428.35	105.264	101.360	101.462	101.362	101.800
1428.90	105.322	101.414	101.518	101.416	101.857
1429.45	105.379	101.467	101.572	101.469	101.912
1430.00	105.438	101.521	101.628	101.523	101.968
1430.55	105.495	101.577	101.684	101.579	102.024
1431.10	105.552	101.631	101.739	101.633	102.079
1431.65	105.608	101.682	101.791	101.684	102.133
1432.20	105.666	101.734	101.844	101.736	102.187
1432.75	105.725	101.787	101.899	101.789	102.245
1433.30	105.785	101.844	101.958	101.847	102.304
1433.85	105.844	101.904	102.019	101.907	102.363
1434.40	105.902	101.964	102.080	101.967	102.423
1434.95	105.956	102.021	102.137	102.023	102.479
1435.50	106.011	102.080	102.198	102.082	102.538
1436.05	106.067	102.140	102.260	102.142	102.599
1436.60	106.122	102.196	102.316	102.198	102.654
1437.15	106.178	102.254	102.374	102.257	102.713
1437.70	106.234	102.319	102.440	102.322	102.778
1438.25	106.287	102.380	102.502	102.382	102.839
1438.80	106.340	102.438	102.562	102.440	102.899
1439.35	106.394	102.500	102.625	102.502	102.962
1439.90	106.447	102.562	102.688	102.564	103.026
1440.45	106.499	102.627	102.754	102.629	103.091
1441.00	106.550	102.690	102.818	102.692	103.155
1441.55	106.601	102.753	102.883	102.755	103.218
1442.10	106.651	102.812	102.945	102.814	103.278
1442.65	106.704	102.863	103.000	102.866	103.333
1443.20	106.759	102.922	103.061	102.925	103.393
1443.75	106.818	102.992	103.131	102.994	103.462
1444.30	106.876	103.065	103.204	103.067	103.532
1444.85	106.933	103.140	103.278	103.142	103.600
1445.40	106.988	103.209	103.346	103.211	103.662
1445.95	107.046	103.279	103.416	103.282	103.727
1446.50	107.103	103.340	103.475	103.343	103.783
1447.05	107.162	103.404	103.537	103.406	103.842
1447.60	107.223	103.477	103.606	103.480	103.911
1448.15	107.283	103.546	103.673	103.549	103.977
1448.70	107.343	103.606	103.733	103.609	104.037
1449.25	107.406	103.673	103.798	103.676	104.103
1449.80	107.468	103.740	103.864	103.743	104.168
1450.35	107.530	103.805	103.928	103.807	104.231
1450.90	107.590	103.866	103.988	103.868	104.291
1451.45	107.653	103.931	104.051	103.934	104.354
1452.00	107.717	103.997	104.116	104.000	104.418
1452.55	107.781	104.053	104.171	104.056	104.475
1453.10	107.849	104.113	104.230	104.116	104.536
1453.65	107.917	104.174	104.290	104.177	104.597
1454.20	107.986	104.236	104.351	104.239	104.660
1454.75	108.056	104.298	104.412	104.301	104.723
1455.30	108.125	104.358	104.470	104.360	104.785
1455.85	108.195	104.416	104.527	104.418	104.846
1456.40	108.267	104.472	104.582	104.474	104.906
1456.95	108.340	104.527	104.637	104.530	104.965
1457.50	108.416	104.592	104.701	104.594	105.036
1458.05	108.487	104.652	104.760	104.654	105.102
1458.60	108.561	104.713	104.821	104.715	105.169
1459.15	108.632	104.772	104.880	104.774	105.233
1459.70	108.705	104.831	104.938	104.833	105.298
1460.25	108.776	104.890	104.997	104.892	105.362
1460.80	108.851	104.954	105.062	104.956	105.431
1461.35	108.922	105.008	105.117	105.010	105.490
1461.90	108.994	105.058	105.168	105.060	105.545
1462.45	109.072	105.134	105.241	105.136	105.622
1463.00	109.143	105.207	105.312	105.210	105.696
1463.55	109.211	105.263	105.368	105.266	105.754
1464.10	109.280	105.321	105.426	105.324	105.813
1464.65	109.349	105.376	105.481	105.379	105.870
1465.20	109.416	105.433	105.538	105.436	105.927
1465.75	109.490	105.502	105.607	105.505	105.994
1466.30	109.557	105.564	105.668	105.567	106.054
1466.85	109.624	105.624	105.727	105.626	106.111
1467.40	109.690	105.684	105.786	105.686	106.169
1467.95	109.756	105.745	105.845	105.747	106.226
1468.50	109.822	105.791	105.892	105.793	106.273
1469.05	109.885	105.837	105.938	105.839	106.320
1469.60	109.957	105.912	106.011	105.914	106.391
1470.15	110.025	105.976	106.074	105.978	106.453
1470.70	110.085	106.016	106.116	106.018	106.495
1471.25	110.151	106.066	106.167	106.068	106.548
1471.80	110.222	106.125	106.226	106.127	106.609
1472.35	110.290	106.187	106.288	106.189	106.674
1472.90	110.356	106.248	106.349	106.250	106.740
1473.45	110.419	106.297	106.400	106.299	106.794
1474.00	110.482	106.346	106.450	106.348	106.847
1474.55	110.548	106.397	106.504	106.399	106.904
1475.10	110.614	106.450	106.559	106.452	106.962
1475.65	110.681	106.509	106.622	106.512	107.027
1476.20	110.747	106.568	106.684	106.571	107.091
1476.75	110.811	106.624	106.742	106.627	107.152
1477.30	110.877	106.683	106.802	106.686	107.214
1477.85	110.940	106.740	106.861	106.743	107.276
1478.40	111.005	106.799	106.921	106.802	107.340
1478.95	111.071	106.859	106.984	106.862	107.406
1479.50	111.136	106.926	107.054	106.929	107.477
1480.05	111.200	106.991	107.121	106.994	107.547
1480.60	111.263	107.039	107.172	107.041	107.601
1481.15	111.330	107.096	107.233	107.098	107.664
1481.70	111.400	107.167	107.306	107.170	107.741
1482.25	111.465	107.234	107.375	107.237	107.814
1482.80	111.532	107.302	107.445	107.305	107.889
1483.35	111.598	107.367	107.512	107.370	107.960
1483.90	111.662	107.427	107.575	107.430	108.027
1484.45	111.729	107.497	107.646	107.500	108.103
1485.00	111.797	107.568	107.720	107.571	108.182
1485.55	111.865	107.644	107.798	107.647	108.263
1486.10	111.932	107.717	107.874	107.721	108.343
1486.65	111.997	107.784	107.943	107.788	108.412
1487.20	112.066	107.861	108.021	107.864	108.490
1487.75	112.135	107.950	108.110	107.953	108.577
1488.30	112.199	108.025	108.187	108.029	108.650
1488.85	112.263	108.095	108.258	108.099	108.718
1489.40	112.330	108.180	108.341	108.183	108.798
1489.95	112.400	108.272	108.429	108.275	108.883
1490.50	112.464	108.349	108.505	108.352	108.955
1491.05	112.527	108.424	108.579	108.428	109.024
1491.60	112.592	108.515	108.666	108.519	109.105
1492.15	112.654	108.597	108.746	108.601	109.177
1492.70	112.714	108.668	108.815	108.671	109.241
1493.25	112.777	108.741	108.888	108.745	109.309
1493.80	112.843	108.819	108.965	108.823	109.380
1494.35	112.907	108.901	109.042	108.905	109.453
1494.90	112.971	108.984	109.120	108.988	109.526
1495.45	113.034	109.051	109.186	109.055	109.587
1496.00	113.097	109.116	109.251	109.119	109.646
1496.55	113.162	109.206	109.337	109.209	109.728
1497.10	113.222	109.288	109.416	109.291	109.802
1497.65	113.281	109.359	109.485	109.362	109.868
1498.20	113.342	109.428	109.553	109.431	109.932
1498.75	113.403	109.491	109.616	109.494	109.991
1499.30	113.466	109.564	109.688	109.567	110.060
1499.85	113.531	109.644	109.768	109.647	110.136
1500.40	113.592	109.711	109.835	109.714	110.199
1500.95	113.652	109.775	109.898	109.778	110.256
1501.50	113.716	109.859	109.979	109.862	110.332
1502.05	113.776	109.940	110.058	109.943	110.406
1502.60	113.833	110.009	110.127	110.012	110.471
1503.15	113.889	110.078	110.196	110.081	110.535
1503.70	113.947	110.151	110.266	110.154	110.601
1504.25	114.004	110.223	110.337	110.226	110.667
1504.80	114.060	110.295	110.409	110.298	110.734
1505.35	114.116	110.361	110.475	110.364	110.795
1505.90	114.170	110.424	110.539	110.427	110.853
1506.45	114.227	110.493	110.607	110.496	110.916
1507.00	114.284	110.563	110.676	110.566	110.980
1507.55	114.342	110.641	110.753	110.645	111.052
1508.10	114.398	110.715	110.826	110.719	111.120
1508.65	114.452	110.773	110.884	110.777	111.175
1509.20	114.509	110.837	110.949	110.841	111.237
1509.75	114.569	110.910	111.020	110.913	111.308
1510.30	114.627	110.984	111.094	110.987	111.379
1510.85	114.684	111.059	111.168	111.062	111.449
1511.40	114.740	111.134	111.244	111.138	111.520
1511.95	114.792	111.206	111.316	111.210	111.587
1512.50	114.844	111.269	111.379	111.273	111.646
1513.05	114.899	111.336	111.445	111.340	111.708
1513.60	114.956	111.413	111.521	111.416	111.778
1514.15	115.010	111.489	111.596	111.492	111.847
1514.70	115.064	111.565	111.671	111.568	111.916
1515.25	115.115	111.637	111.741	111.640	111.981
1515.80	115.169	111.708	111.811	111.712	112.046
1516.35	115.223	111.783	111.885	111.787	112.114
1516.90	115.276	111.860	111.960	111.863	112.185
1517.45	115.327	111.926	112.025	111.930	112.246
1518.00	115.382	111.995	112.093	111.999	112.309
1518.55	115.436	112.064	112.161	112.068	112.372
1519.10	115.492	112.135	112.231	112.139	112.437
1519.65	115.546	112.211	112.304	112.215	112.506
1520.20	115.599	112.282	112.373	112.285	112.569
1520.75	115.652	112.345	112.435	112.348	112.627
1521.30	115.707	112.416	112.504	112.419	112.693
1521.85	115.762	112.492	112.577	112.495	112.765
1522.40	115.815	112.556	112.641	112.559	112.826
1522.95	115.868	112.615	112.701	112.618	112.882
1523.50	115.922	112.690	112.774	112.693	112.953
1524.05	115.976	112.764	112.846	112.767	113.022
1524.60	116.029	112.832	112.913	112.835	113.085
1525.15	116.085	112.902	112.982	112.905	113.150
1525.70	116.136	112.961	113.041	112.964	113.205
1526.25	116.189	113.029	113.106	113.032	113.268
1526.80	116.248	113.110	113.184	113.113	113.344
1527.35	116.300	113.181	113.253	113.184	113.411
1527.90	116.350	113.247	113.318	113.250	113.472
1528.45	116.400	113.312	113.382	113.315	113.532
1529.00	116.450	113.378	113.446	113.381	113.593
1529.55	116.500	113.441	113.507	113.443	113.649
1530.10	116.550	113.504	113.569	113.506	113.705
1530.65	116.602	113.570	113.633	113.573	113.765
1531.20	116.654	113.637	113.698	113.639	113.825
1531.75	116.704	113.701	113.759	113.703	113.884
1532.30	116.754	113.761	113.818	113.763	113.939
1532.85	116.805	113.819	113.876	113.821	113.994
1533.40	116.856	113.883	113.939	113.885	114.054
1533.95	116.905	113.946	114.001	113.949	114.114
1534.50	116.953	114.003	114.058	114.006	114.169
1535.05	117.001	114.061	114.115	114.064	114.224
1535.60	117.051	114.125	114.179	114.128	114.284
1536.15	117.102	114.190	114.243	114.193	114.344
1536.70	117.149	114.249	114.300	114.252	114.399
1537.25	117.197	114.308	114.358	114.310	114.455
1537.80	117.245	114.367	114.417	114.369	114.511
1538.35	117.293	114.431	114.480	114.433	114.569
1538.90	117.340	114.496	114.543	114.499	114.628
1539.45	117.385	114.548	114.595	114.551	114.676
1540.00	117.433	114.602	114.648	114.605	114.726
1540.55	117.482	114.662	114.708	114.665	114.783
1541.10	117.530	114.721	114.766	114.724	114.839
1541.65	117.577	114.782	114.826	114.785	114.897
1542.20	117.624	114.840	114.884	114.843	114.951
1542.75	117.670	114.893	114.936	114.896	114.999
1543.30	117.717	114.951	114.993	114.953	115.053
1543.85	117.765	115.011	115.052	115.013	115.109
1544.40	117.811	115.067	115.107	115.069	115.162
1544.95	117.857	115.120	115.160	115.123	115.214
1545.50	117.905	115.173	115.213	115.175	115.264
1546.05	117.954	115.228	115.269	115.230	115.316
1546.60	118.001	115.296	115.336	115.299	115.380
1547.15	118.044	115.358	115.396	115.360	115.437
1547.70	118.087	115.412	115.450	115.414	115.487
1548.25	118.129	115.462	115.500	115.464	115.534
1548.80	118.175	115.512	115.550	115.514	115.582
1549.35	118.224	115.569	115.606	115.571	115.635
1549.90	118.271	115.626	115.663	115.629	115.690
1550.45	118.319	115.687	115.723	115.690	115.749
1551.00	118.366	115.750	115.784	115.753	115.810
1551.55	118.412	115.810	115.843	115.813	115.866
1552.10	118.456	115.866	115.898	115.869	115.920
1552.65	118.501	115.916	115.948	115.919	115.968
1553.20	118.549	115.970	116.002	115.973	116.020
1553.75	118.595	116.024	116.056	116.027	116.073
1554.30	118.643	116.082	116.112	116.085	116.128
1554.85	118.691	116.141	116.170	116.144	116.184
1555.40	118.738	116.195	116.223	116.198	116.236
1555.95	118.782	116.245	116.272	116.248	116.283
1556.50	118.829	116.302	116.329	116.305	116.338
1557.05	118.874	116.359	116.385	116.362	116.392
1557.60	118.918	116.414	116.439	116.417	116.443
1558.15	118.962	116.468	116.493	116.471	116.494
1558.70	119.005	116.525	116.548	116.527	116.547
1559.25	119.048	116.577	116.599	116.579	116.597
1559.80	119.092	116.626	116.648	116.628	116.644
1560.35	119.136	116.676	116.697	116.679	116.692
1560.90	119.182	116.727	116.748	116.730	116.742
1561.45	119.227	116.779	116.799	116.781	116.792
1562.00	119.272	116.830	116.849	116.832	116.840
1562.55	119.317	116.883	116.901	116.885	116.893
1563.10	119.363	116.934	116.952	116.936	116.943
1563.65	119.408	116.980	116.998	116.982	116.988
1564.20	119.455	117.030	117.048	117.032	117.038
1564.75	119.501	117.087	117.103	117.089	117.092
1565.30	119.544	117.138	117.154	117.140	117.142
1565.85	119.588	117.188	117.204	117.190	117.190
1566.40	119.630	117.236	117.252	117.238	117.236
1566.95	119.675	117.285	117.301	117.288	117.284
1567.50	119.719	117.341	117.356	117.344	117.338
1568.05	119.760	117.394	117.408	117.397	117.390
1568.60	119.801	117.435	117.449	117.437	117.428
1569.15	119.844	117.478	117.493	117.480	117.471
