/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824865, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3192.75 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	11512 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
2380.95	270.17000	3.49799	266.72700	3.15255	0.0154	0.1886	54.23
2382.60	270.73800	3.52649	267.28800	3.21565	0.0151	0.1883	53.83
2384.25	271.32000	3.51657	267.84000	3.27643	0.0147	0.1880	53.13
2385.90	271.91600	3.50341	268.41800	3.38559	0.0149	0.1880	52.33
2387.55	272.50300	3.50289	269.05000	3.44095	0.0146	0.1879	50.86
2389.20	273.10300	3.45932	269.70400	3.47442	0.0144	0.1878	51.61
2390.85	273.71500	3.40431	270.24200	3.50161	0.0142	0.1876	50.89
2392.50	274.33500	3.37437	270.86300	3.53276	0.0143	0.1875	51.16
2394.15	274.95100	3.31467	271.43000	3.51267	0.0145	0.1875	50.70
2395.80	275.56000	3.23447	272.05600	3.50074	0.0146	0.1872	50.39
2397.45	276.16200	3.17320	272.67300	3.50371	0.0147	0.1873	50.77
2399.10	276.76100	3.10379	273.24800	3.44439	0.0153	0.1868	49.75
2400.75	277.34000	2.99387	273.94300	3.38480	0.0149	0.1869	49.62
2402.40	277.93200	2.83517	274.57000	3.36812	0.0144	0.1867	49.65
2404.05	278.54400	2.84482	275.18400	3.28207	0.0156	0.1866	49.77
2405.70	279.10900	2.82340	275.78300	3.20615	0.0144	0.1864	49.87
2407.35	279.72200	2.74430	276.38200	3.15413	0.0149	0.1863	50.53
2409.00	280.31600	2.66359	276.93200	3.08118	0.0152	0.1861	50.65
2410.65	280.90100	2.64014	277.51000	2.95756	0.0173	0.1860	51.77
2412.30	281.41200	2.67973	278.03100	2.80635	0.0164	0.1858	50.89
2413.95	281.95400	2.72376	278.69700	2.85633	0.0154	0.1856	51.27
2415.60	282.53200	2.72237	279.25200	2.81195	0.0163	0.1854	52.57
2417.25	283.07900	2.71403	279.77800	2.73626	0.0167	0.1852	51.82
2418.90	283.61300	2.69649	280.42400	2.64911	0.0171	0.1848	51.99
2420.55	284.13500	2.68500	280.99200	2.63843	0.0174	0.1843	53.74
2422.20	284.65100	2.68551	281.41000	2.67954	0.0176	0.1838	55.05
2423.85	285.16100	2.65465	281.88300	2.72393	0.0176	0.1835	53.45
2425.50	285.67100	2.63345	282.56200	2.72229	0.0175	0.1827	52.98
2427.15	286.18600	2.63776	283.15000	2.71290	0.0182	0.1820	53.88
2428.80	286.68500	2.61066	283.64300	2.69546	0.0189	0.1813	54.37
2430.45	287.16600	2.58329	284.14900	2.68472	0.0186	0.1809	55.01
2432.10	287.65600	2.56179	284.63500	2.68644	0.0189	0.1804	54.88
2433.75	288.14000	2.56098	285.16200	2.65460	0.0201	0.1801	55.29
2435.40	288.59700	2.59663	285.65200	2.63330	0.0196	0.1794	54.95
2437.05	289.06700	2.63215	286.19800	2.63787	0.0198	0.1789	55.79
2438.70	289.53300	2.62149	286.66100	2.61205	0.0199	0.1780	56.15
2440.35	289.99900	2.66396	287.13900	2.58452	0.0217	0.1776	56.13
2442.00	290.42800	2.68549	287.63700	2.56183	0.0209	0.1767	56.09
2443.65	290.87400	2.79368	288.13800	2.56077	0.0209	0.1760	56.73
2445.30	291.32300	2.82398	288.57300	2.59471	0.0187	0.1753	56.93
2446.95	291.82700	2.84792	289.04500	2.63266	0.0185	0.1744	56.44
2448.60	292.33800	2.84019	289.55000	2.62111	0.0174	0.1734	56.07
2450.25	292.88400	2.88895	290.04600	2.66842	0.0173	0.1724	56.95
2451.90	293.43700	2.96073	290.45000	2.68647	0.0160	0.1715	58.14
2453.55	294.03700	3.01555	290.85400	2.79237	0.0165	0.1705	57.18
2455.20	294.62300	3.04307	291.36800	2.82705	0.0162	0.1694	55.68
2456.85	295.22500	3.01718	291.97200	2.85450	0.0173	0.1683	55.31
2458.50	295.79100	3.00687	292.53300	2.83255	0.0191	0.1675	54.32
2460.15	296.30600	3.03164	293.15200	2.93207	0.0171	0.1663	54.01
2461.80	296.88700	3.02661	293.77000	2.99426	0.0170	0.1654	52.51
2463.45	297.47400	3.05097	294.46800	3.05002	0.0160	0.1640	53.02
2465.10	298.10300	3.05670	295.06200	3.02328	0.0172	0.1628	52.21
2466.75	298.69100	3.01897	295.70400	2.99922	0.0174	0.1616	53.91
2468.40	299.27700	2.95829	296.16200	3.03982	0.0186	0.1603	56.13
2470.05	299.83000	2.92183	296.62300	3.01374	0.0186	0.1591	53.77
2471.70	300.38900	2.88434	297.36600	3.04999	0.0169	0.1578	52.17
2473.35	301.00600	2.79949	298.11000	3.05675	0.0166	0.1564	52.50
2475.00	301.64100	2.75004	298.70500	3.01807	0.0179	0.1551	53.98
2476.65	302.23600	2.71381	299.23400	2.96115	0.0186	0.1537	54.25
2478.30	302.81200	2.69600	299.80000	2.92347	0.0190	0.1524	55.76
2479.95	303.38100	2.69034	300.30400	2.89612	0.0197	0.1511	55.04
2481.60	303.93500	2.62991	300.98100	2.80139	0.0198	0.1497	52.78
2483.25	304.49200	2.57840	301.76600	2.74031	0.0211	0.1484	53.41
2484.90	305.02000	2.51351	302.34800	2.70748	0.0190	0.1470	54.57
2486.55	305.61100	2.47277	302.89000	2.69406	0.0183	0.1457	55.64
2488.20	306.23100	2.36789	303.42800	2.68998	0.0164	0.1445	56.11
2489.85	306.92900	2.29156	303.98400	2.62410	0.0168	0.1430	56.45
2491.50	307.61500	2.24227	304.54900	2.57330	0.0172	0.1415	57.61
2493.15	308.29100	2.21507	305.05400	2.50915	0.0169	0.1401	57.96
2494.80	308.98600	2.18109	305.65900	2.46963	0.0161	0.1383	57.26
2496.45	309.72600	2.13565	306.37100	2.34304	0.0162	0.1368	54.87
2498.10	310.47100	2.11168	307.23900	2.26295	0.0167	0.1352	56.17
2499.75	311.20200	2.11223	307.88300	2.22756	0.0164	0.1337	57.30
2501.40	311.95500	2.10155	308.53900	2.20752	0.0167	0.1322	57.03
2503.05	312.70100	2.07850	309.30400	2.16234	0.0178	0.1308	56.82
2504.70	313.40900	2.07171	310.09600	2.11228	0.0195	0.1296	57.26
2506.35	314.06000	2.07110	310.83900	2.11108	0.0197	0.1287	58.82
2508.00	314.71200	2.07461	311.51100	2.11321	0.0204	0.1279	60.53
2509.65	315.34500	2.07358	312.18400	2.09553	0.0205	0.1272	60.52
2511.30	315.97800	2.07633	312.93800	2.07065	0.0228	0.1267	59.96
2512.95	316.55000	2.12058	313.66800	2.07229	0.0244	0.1262	59.42
2514.60	317.08600	2.17098	314.35600	2.07020	0.0217	0.1257	58.92
2516.25	317.69200	2.19027	315.03600	2.07863	0.0209	0.1254	58.70
2517.90	318.32200	2.21636	315.68700	2.06802	0.0207	0.1251	58.72
2519.55	318.95800	2.23697	316.29100	2.08525	0.0187	0.1247	58.66
2521.20	319.66600	2.24832	316.85300	2.16205	0.0190	0.1246	59.32
2522.85	320.36500	2.25842	317.40200	2.18307	0.0192	0.1245	60.16
2524.50	321.05500	2.26664	317.98100	2.19744	0.0200	0.1242	61.08
2526.15	321.72100	2.27773	318.57900	2.23065	0.0214	0.1241	61.86
2527.80	322.34300	2.29764	319.20500	2.24107	0.0225	0.1239	60.95
2529.45	322.93600	2.31695	319.96200	2.25296	0.0230	0.1238	59.65
2531.10	323.51700	2.33674	320.72700	2.26332	0.0242	0.1237	59.17
2532.75	324.06700	2.35548	321.43000	2.27042	0.0246	0.1239	60.07
2534.40	324.60800	2.34489	322.02600	2.28542	0.0255	0.1240	61.05
2536.05	325.13000	2.35445	322.58900	2.30709	0.0266	0.1243	62.05
2537.70	325.62800	2.36285	323.12500	2.32232	0.0279	0.1244	63.08
2539.35	326.10400	2.38559	323.65200	2.34170	0.0272	0.1249	63.87
2541.00	326.59000	2.39620	324.15800	2.35847	0.0282	0.1252	64.78
2542.65	327.05800	2.40374	324.65200	2.34356	0.0298	0.1255	65.92
2544.30	327.50000	2.41524	325.12200	2.35434	0.0302	0.1260	66.48
2545.95	327.93300	2.43332	325.59000	2.36093	0.0298	0.1265	66.19
2547.60	328.37100	2.44807	326.06900	2.38481	0.0296	0.1269	65.97
2549.25	328.81000	2.47585	326.55400	2.39565	0.0305	0.1273	66.01
2550.90	329.23600	2.48978	327.01600	2.40274	0.0313	0.1277	66.35
2552.55	329.64900	2.49026	327.43900	2.41259	0.0302	0.1283	66.39
2554.20	330.07400	2.50686	327.86200	2.43124	0.0318	0.1284	65.81
2555.85	330.47800	2.51569	328.31900	2.44463	0.0298	0.1286	64.93
2557.50	330.91000	2.51963	328.78300	2.47496	0.0296	0.1289	64.00
2559.15	331.34200	2.52884	329.23600	2.48979	0.0303	0.1291	63.26
2560.80	331.76400	2.52157	329.67000	2.49028	0.0311	0.1294	62.54
2562.45	332.17400	2.54806	330.11400	2.50847	0.0296	0.1297	61.67
2564.10	332.60300	2.57973	330.54500	2.51701	0.0285	0.1299	60.73
2565.75	333.04800	2.58871	331.00400	2.52030	0.0290	0.1303	60.22
2567.40	333.48500	2.57981	331.44500	2.53145	0.0320	0.1305	62.50
2569.05	333.88100	2.56697	331.78700	2.52083	0.0347	0.1306	65.18
2570.70	334.24400	2.54941	332.10900	2.54207	0.0378	0.1308	66.75
2572.35	334.57800	2.53500	332.47900	2.57594	0.0379	0.1308	65.73
2574.00	334.91200	2.52136	332.95500	2.59049	0.0406	0.1307	64.69
2575.65	335.22300	2.52553	333.43100	2.58140	0.0393	0.1306	64.93
2577.30	335.54400	2.53403	333.82600	2.56979	0.0395	0.1304	65.77
2578.95	335.86400	2.54796	334.17200	2.55186	0.0405	0.1303	66.98
2580.60	336.17700	2.56801	334.48200	2.54134	0.0386	0.1301	67.74
2582.25	336.50600	2.58734	334.79800	2.52052	0.0354	0.1299	68.54
2583.90	336.86400	2.60290	335.10000	2.52274	0.0338	0.1297	69.28
2585.55	337.24000	2.62391	335.40100	2.52958	0.0310	0.1295	69.72
2587.20	337.65100	2.67275	335.71300	2.53923	0.0284	0.1294	70.11
2588.85	338.10000	2.76448	336.02100	2.55697	0.0256	0.1293	70.04
2590.50	338.59800	2.80941	336.34500	2.57982	0.0241	0.1292	69.80
2592.15	339.12900	2.90144	336.69800	2.59629	0.0230	0.1290	69.47
2593.80	339.68400	2.99335	337.07800	2.61134	0.0209	0.1289	67.74
2595.45	340.29500	3.04573	337.53100	2.64639	0.0187	0.1288	65.69
2597.10	340.98000	3.06217	338.04300	2.75939	0.0173	0.1286	63.78
2598.75	341.72400	3.08894	338.61400	2.81082	0.0157	0.1283	61.84
2600.40	342.54000	3.11308	339.23400	2.92000	0.0134	0.1281	59.73
2602.05	343.50100	2.91713	339.90600	3.02960	0.0130	0.1278	57.87
2603.70	344.49600	2.87617	340.64900	3.06035	0.0137	0.1276	56.20
2605.35	345.43900	2.86895	341.46700	3.06483	0.0138	0.1273	54.55
2607.00	346.37800	2.96053	342.37000	3.14971	0.0143	0.1271	52.79
2608.65	347.28800	3.01753	343.43800	2.91972	0.0146	0.1268	51.20
2610.30	348.18200	3.16006	344.55700	2.87365	0.0148	0.1265	49.93
2611.95	349.06100	3.27780	345.60000	2.86810	0.0151	0.1263	50.07
2613.60	349.92800	3.36869	346.52900	2.97851	0.0156	0.1262	50.45
2615.25	350.76400	3.47147	347.41400	3.02404	0.0159	0.1260	51.40
2616.90	351.58500	3.54299	348.24700	3.17164	0.0155	0.1258	51.73
2618.55	352.43100	3.65822	349.10800	3.28403	0.0152	0.1257	52.03
2620.20	353.29200	3.70844	349.95900	3.37193	0.0154	0.1255	52.21
2621.85	354.14900	3.75115	350.78700	3.47437	0.0156	0.1252	52.32
2623.50	354.99500	3.77339	351.61000	3.54516	0.0155	0.1250	52.31
2625.15	355.84700	3.92261	352.46300	3.66264	0.0139	0.1248	51.76
2626.80	356.80000	3.88039	353.36600	3.71251	0.0141	0.1246	51.34
2628.45	357.74200	3.91952	354.25400	3.75636	0.0141	0.1244	52.23
2630.10	358.68000	3.88131	355.04900	3.77463	0.0137	0.1241	53.61
2631.75	359.64800	3.87217	355.81900	3.92417	0.0141	0.1238	54.84
2633.40	360.59200	3.88867	356.69000	3.87556	0.0146	0.1234	53.93
2635.05	361.50600	3.93210	357.71200	3.92075	0.0146	0.1229	52.70
2636.70	362.42800	3.98936	358.75200	3.87838	0.0153	0.1225	51.47
2638.35	363.30900	4.05340	359.81800	3.87100	0.0156	0.1220	50.28
2640.00	364.17600	4.15406	360.85000	3.89458	0.0158	0.1215	49.20
2641.65	365.03600	4.27759	361.85400	3.95204	0.0148	0.1210	47.93
2643.30	365.95800	4.39566	362.85600	4.01722	0.0155	0.1206	46.85
2644.95	366.83900	4.50252	363.80900	4.09329	0.0152	0.1201	45.94
2646.60	367.74100	4.58292	364.74100	4.24760	0.0157	0.1196	46.89
2648.25	368.62000	4.65710	365.59000	4.33384	0.0151	0.1190	48.19
2649.90	369.53500	4.67778	366.41900	4.47316	0.0153	0.1184	49.34
2651.55	370.44600	4.69180	367.25300	4.53144	0.0161	0.1178	50.84
2653.20	371.31400	4.73624	368.06600	4.61725	0.0170	0.1172	52.27
2654.85	372.14100	4.76272	368.88400	4.67605	0.0171	0.1165	52.26
2656.50	372.96800	4.76781	369.81800	4.67853	0.0187	0.1159	51.66
2658.15	373.72700	4.77585	370.76800	4.69860	0.0173	0.1151	50.86
2659.80	374.55400	4.77360	371.68800	4.76199	0.0153	0.1142	50.30
2661.45	375.49900	4.74764	372.57000	4.76341	0.0153	0.1131	49.97
2663.10	376.45000	4.70744	373.40300	4.77264	0.0161	0.1121	49.91
2664.75	377.36200	4.66102	374.23100	4.78083	0.0167	0.1112	49.86
2666.40	378.24900	4.61583	375.15800	4.76011	0.0169	0.1103	49.68
2668.05	379.13700	4.56667	376.14600	4.72403	0.0178	0.1094	50.47
2669.70	379.98600	4.52889	377.04700	4.67487	0.0190	0.1085	51.79
2671.35	380.78700	4.48987	377.88900	4.63785	0.0191	0.1077	53.01
2673.00	381.59200	4.42466	378.72900	4.58649	0.0200	0.1069	54.23
2674.65	382.36400	4.34688	379.54900	4.54664	0.0190	0.1063	55.36
2676.30	383.18200	4.25531	380.33400	4.51474	0.0180	0.1056	55.96
2677.95	384.04800	4.17998	381.12500	4.47131	0.0179	0.1050	56.16
2679.60	384.92800	4.13897	381.92200	4.39162	0.0193	0.1044	56.70
2681.25	385.74500	4.10183	382.70200	4.31262	0.0200	0.1038	57.09
2682.90	386.54200	4.03255	383.53600	4.21297	0.0213	0.1032	57.74
2684.55	387.29200	3.92649	384.38900	4.15801	0.0191	0.1027	57.94
2686.20	388.13300	3.83051	385.25100	4.12757	0.0174	0.1021	59.11
2687.85	389.06100	3.73658	386.01700	4.08768	0.0163	0.1016	60.58
2689.50	390.06000	3.66153	386.74400	4.01129	0.0176	0.1011	61.34
2691.15	390.98700	3.62969	387.49400	3.89530	0.0182	0.1007	59.64
2692.80	391.88500	3.61832	388.46700	3.79668	0.0189	0.1003	57.71
2694.45	392.75600	3.61567	389.55200	3.68680	0.0204	0.0999	57.58
2696.10	393.56500	3.62359	390.53500	3.63788	0.0221	0.0996	58.31
2697.75	394.31600	3.63500	391.42000	3.62185	0.0228	0.0991	58.92
2699.40	395.04800	3.65645	392.28800	3.61525	0.0246	0.0986	59.43
2701.05	395.72700	3.67137	393.11800	3.61599	0.0246	0.0982	59.97
2702.70	396.41100	3.68483	393.88800	3.62906	0.0260	0.0978	61.02
2704.35	397.05900	3.70024	394.59500	3.63887	0.0271	0.0974	63.42
2706.00	397.68400	3.72524	395.22100	3.66318	0.0277	0.0971	65.72
2707.65	398.29800	3.73528	395.81900	3.67285	0.0269	0.0967	66.34
2709.30	398.93200	3.75336	396.48300	3.68629	0.0285	0.0964	66.60
2710.95	399.53200	3.75900	397.12600	3.70186	0.0286	0.0962	66.47
2712.60	400.13100	3.77364	397.76200	3.72849	0.0308	0.0959	66.59
2714.25	400.69000	3.77905	398.38000	3.73633	0.0303	0.0956	66.64
2715.90	401.25900	3.78854	399.01600	3.75596	0.0322	0.0952	66.64
2717.55	401.79700	3.79504	399.62500	3.75955	0.0326	0.0947	66.54
2719.20	402.33100	3.79534	400.23100	3.77645	0.0328	0.0942	66.45
2720.85	402.86600	3.79751	400.80800	3.77972	0.0344	0.0936	67.26
2722.50	403.37800	3.79842	401.35900	3.79050	0.0340	0.0928	68.29
2724.15	403.90100	3.79765	401.88100	3.79592	0.0336	0.0921	69.19
2725.80	404.43400	3.79242	402.40400	3.79524	0.0333	0.0912	69.26
2727.45	404.97700	3.78242	402.95300	3.79794	0.0342	0.0905	69.00
2729.10	405.51100	3.77272	403.49200	3.79855	0.0357	0.0897	69.03
2730.75	406.02600	3.76032	404.03400	3.79735	0.0343	0.0889	68.71
2732.40	406.56800	3.74503	404.59600	3.79043	0.0360	0.0880	68.61
2734.05	407.08800	3.73012	405.15800	3.77861	0.0353	0.0873	68.42
2735.70	407.62300	3.71510	405.70600	3.76946	0.0354	0.0863	68.10
2737.35	408.16300	3.70006	406.26400	3.75355	0.0340	0.0854	67.76
2739.00	408.73200	3.68441	406.82500	3.73782	0.0353	0.0844	67.66
2740.65	409.28600	3.67107	407.37600	3.72174	0.0346	0.0836	67.42
2742.30	409.85600	3.65825	407.93800	3.70666	0.0332	0.0826	67.12
2743.95	410.45700	3.64645	408.52600	3.68942	0.0326	0.0816	66.89
2745.60	411.07700	3.63652	409.11500	3.67510	0.0326	0.0811	66.67
2747.25	411.70000	3.63946	409.69700	3.66141	0.0305	0.0802	65.60
2748.90	412.37400	3.62720	410.34400	3.64854	0.0297	0.0795	64.32
2750.55	413.07200	3.61803	411.01500	3.63618	0.0305	0.0790	63.15
2752.20	413.75600	3.60838	411.68500	3.63975	0.0296	0.0778	62.47
2753.85	414.47200	3.59709	412.41200	3.62651	0.0293	0.0773	61.88
2755.50	415.20000	3.58432	413.14100	3.61714	0.0296	0.0762	61.78
2757.15	415.93100	3.57045	413.86000	3.60688	0.0297	0.0757	62.53
2758.80	416.66500	3.55774	414.56600	3.59558	0.0306	0.0743	63.38
2760.45	417.39200	3.54723	415.30500	3.58244	0.0302	0.0733	63.55
2762.10	418.13600	3.53562	416.06000	3.56799	0.0290	0.0725	63.34
2763.75	418.92000	3.52623	416.82300	3.55506	0.0294	0.0714	63.20
2765.40	419.70600	3.51938	417.58900	3.54451	0.0283	0.0707	63.12
2767.05	420.53000	3.52025	418.36700	3.53186	0.0281	0.0699	62.98
2768.70	421.37100	3.52588	419.18200	3.52356	0.0260	0.0691	62.65
2770.35	422.29000	3.53762	420.01500	3.51691	0.0258	0.0684	62.73
2772.00	423.22400	3.54462	420.86700	3.52244	0.0251	0.0673	62.65
2773.65	424.19900	3.54521	421.78000	3.52867	0.0279	0.0664	62.89
2775.30	425.09000	3.56067	422.72800	3.54530	0.0303	0.0653	63.02
2776.95	425.92400	3.59994	423.71700	3.54394	0.0268	0.0644	62.49
2778.60	426.88100	3.66919	424.69800	3.54652	0.0240	0.0635	61.92
2780.25	427.96500	3.77063	425.60500	3.57922	0.0207	0.0626	60.99
2781.90	429.23600	3.94097	426.58000	3.64247	0.0176	0.0616	59.51
2783.55	430.76000	4.45630	427.72300	3.74380	0.0139	0.0612	56.63
2785.20	432.70100	4.47433	429.10900	3.89743	0.0118	0.0617	53.74
2786.85	434.96500	4.44351	430.74400	4.45614	0.0118	0.0624	52.34
2788.50	437.20400	4.26983	432.75100	4.47480	0.0114	0.0625	51.79
2790.15	439.50800	3.97626	435.04700	4.44234	0.0114	0.0623	50.93
2791.80	441.83600	3.63969	437.38500	4.25538	0.0109	0.0621	50.40
2793.45	444.27200	3.44651	439.75200	3.94431	0.0120	0.0621	49.95
2795.10	446.48800	3.39537	442.12900	3.59700	0.0135	0.0624	49.81
2796.75	448.45000	3.35276	444.52800	3.42853	0.0152	0.0625	50.85
2798.40	450.18200	3.35381	446.63300	3.39292	0.0158	0.0629	51.83
2800.05	451.84500	3.34601	448.49300	3.35179	0.0173	0.0633	52.75
2801.70	453.35400	3.28204	450.14000	3.35394	0.0165	0.0635	53.20
2803.35	454.92900	3.09756	451.76700	3.34896	0.0158	0.0636	53.45
2805.00	456.56600	2.98572	453.26100	3.29302	0.0165	0.0636	52.42
2806.65	458.14200	3.07505	454.89400	3.09994	0.0168	0.0639	51.09
2808.30	459.68000	3.16160	456.60200	2.98326	0.0162	0.0642	49.97
2809.95	461.26500	3.11700	458.22800	3.08019	0.0145	0.0646	49.84
2811.60	463.02100	3.02740	459.75900	3.16598	0.0150	0.0647	50.11
2813.25	464.72400	2.99097	461.32400	3.11507	0.0159	0.0651	50.89
2814.90	466.32000	2.92974	463.00500	3.02773	0.0150	0.0654	51.88
2816.55	467.99800	2.81971	464.62900	2.99427	0.0137	0.0656	53.34
2818.20	469.84100	2.69499	466.12900	2.94210	0.0138	0.0653	54.59
2819.85	471.66800	2.63077	467.72600	2.83884	0.0157	0.0655	55.05
2821.50	473.26900	2.63683	469.50200	2.71391	0.0191	0.0656	56.16
2823.15	474.58300	2.54130	471.24300	2.61682	0.0177	0.0658	57.24
2824.80	475.99900	2.47281	472.81600	2.66848	0.0156	0.0662	58.72
2826.45	477.60200	2.43964	474.11600	2.57760	0.0185	0.0666	59.59
2828.10	478.94100	2.40325	475.42700	2.47572	0.0187	0.0668	58.99
2829.75	480.26200	2.38756	476.97800	2.46784	0.0167	0.0670	58.07
2831.40	481.74100	2.33349	478.46300	2.40073	0.0179	0.0672	57.66
2833.05	483.11300	2.30794	479.80000	2.40777	0.0191	0.0675	57.39
2834.70	484.39700	2.29364	481.22900	2.34523	0.0199	0.0677	57.76
2836.35	485.62100	2.28994	482.60600	2.31368	0.0208	0.0680	59.56
2838.00	486.78400	2.28819	483.81200	2.30004	0.0211	0.0684	61.34
2839.65	487.92600	2.28193	484.95700	2.28751	0.0227	0.0688	62.82
2841.30	488.98400	2.28592	486.06300	2.29156	0.0241	0.0692	63.97
2842.95	489.97200	2.29299	487.14900	2.28649	0.0237	0.0694	64.56
2844.60	490.97500	2.30609	488.22700	2.28017	0.0235	0.0695	63.12
2846.25	491.98700	2.32005	489.32200	2.28848	0.0221	0.0695	61.12
2847.90	493.05900	2.33129	490.39800	2.29594	0.0215	0.0695	59.74
2849.55	494.16100	2.34483	491.46400	2.31469	0.0214	0.0695	59.43
2851.20	495.27200	2.35708	492.51900	2.32550	0.0209	0.0697	59.13
2852.85	496.40600	2.36499	493.61300	2.33722	0.0211	0.0699	59.73
2854.50	497.52600	2.37898	494.68300	2.35207	0.0208	0.0701	60.77
2856.15	498.65800	2.39949	495.74500	2.36110	0.0209	0.0703	61.67
2857.80	499.78000	2.42023	496.82300	2.36744	0.0205	0.0705	60.81
2859.45	500.91900	2.43815	497.98000	2.38643	0.0200	0.0707	59.61
2861.10	502.08400	2.46700	499.15900	2.40914	0.0200	0.0708	58.74
2862.75	503.24900	2.49317	500.32600	2.42997	0.0203	0.0709	58.55
2864.40	504.39700	2.50356	501.48400	2.44594	0.0204	0.0709	58.36
2866.05	505.53900	2.52726	502.65900	2.48722	0.0187	0.0708	58.34
2867.70	506.78500	2.54379	503.82000	2.49894	0.0195	0.0707	59.05
